Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column35,Column35
http://allrecipes.com/recipe/taffy-apple-salad-iv/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/89/97/899743.jpg,Taffy Apple Salad IV,445,"topping,pineapple,marshmallow,sugar,flour,egg,vinegar,peanuts,apple",7,7.8g,65.9g,3.8g,52.4g,19.4g,8.8g,46.9mg,5,1546.6399,221,3.530233508135927,29.825947203353543,1.719857350117503,23.71592767004136,8.780324366389356,3.9828275476405337,21.226660452766023,0.119126,0.053915718,843.2397224460586,C,8,Labels_MMCIS/Dessert-82-Taffy Apple Salad IV.jpeg,5,2,images/good_images/Dessert-82-Taffy Apple Salad IV-good.jpg,./attractive_dessert/Taffy Apple Salad IV.jpg,./attractive_dessert/Taffy Apple Salad IV.jpg
http://allrecipes.com/recipe/apple-dumplings-i/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/19/22/192232.jpg,Apple Dumplings I,690,"cloves,nutmeg,cinnamon,butter,sugar,apple,apple juice",6,4.2g,114.3g,5.8g,81.2g,26.1g,8.8g,359.9mg,5,2080.24908,347,1.2113933971791495,32.96720602323256,1.672876596104539,23.420272345463555,7.527944682470428,2.5381575940896464,103.80487705827994,0.914146,0.2636643877280311,833.2344509437302,C,8,Labels_MMCIS/Dessert-91-Apple Dumplings I.jpeg,0,0,images/good_images/Dessert-91-Apple Dumplings I-good.jpg,./attractive_dessert/Apple Dumplings I.jpg,./attractive_dessert/Apple Dumplings I.jpg
http://allrecipes.com/recipe/banana-cream-pie-iii/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/80/46/804690.jpg,Banana Cream Pie III,308,"topping,vanilla,milk,banana",8,3.9g,48.6g,1.3g,32.3g,11.7g,6.8g,491.3mg,5,1436,180,2.1727019498607243,27.075208913649025,0.724233983,17.99442896935933,6.518105849582173,3.788300835654596,273.70473537604454,1.247902,0.6952100278551533,718.4035655,C,8,Labels_MMCIS/Dessert-96-Banana Cream Pie III.jpeg,4.609523809523809,105,images/good_images/Dessert-96-Banana Cream Pie III-good.jpg,./attractive_dessert/Banana Cream Pie III.jpg,./attractive_dessert/Banana Cream Pie III.jpg
http://allrecipes.com/recipe/chef-johns-pumpkin-pie/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/92/74/927495.jpg,Chef John's Pumpkin Pie,320,"nutmeg,salt,ginger,cinnamon,milk,egg,pumpkin",8,7.6g,41.9g,2.6g,28.6g,14.2g,5.4g,464.6mg,5,1119.1,140,5.432937181663838,29.952640514699315,1.858636404253418,20.44500045,10.151014207845591,3.860244839603253,332.1240282369762,1.180084,0.8435950317219195,957.7524796711645,C,8,Labels_MMCIS/Dessert-100-Chef John^s Pumpkin Pie.jpeg,4.820512821,39,images/good_images/Dessert-100-Chef John's Pumpkin Pie-good.jpg,./attractive_dessert/Chef John's Pumpkin Pie.jpg,./attractive_dessert/Chef John's Pumpkin Pie.jpg
http://allrecipes.com/recipe/mystery-ingredient-wild-blueberry-pie/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/04/40/1044006.jpg,Mystery Ingredient Wild Blueberry Pie,394,"milk,butter,almond,cinnamon,blueberries,sugar,flour",8,4g,49.3g,4g,21.7g,21.1g,7.4g,276.4mg,5,1318.551042,165,2.426906428397483,29.91162172999898,2.426906428397483,13.165967374056349,12.801931409796724,4.489776892535344,167.69923420226607,0.7020559999999999,0.4259560548737558,1000.8557256898364,C,8,Labels_MMCIS/Dessert-128-Mystery Ingredient Wild Blueberry Pie.jpeg,4.75,4,images/good_images/Dessert-128-Mystery Ingredient Wild Blueberry Pie-good.jpg,./attractive_dessert/Mystery Ingredient Wild Blueberry Pie.jpg,./attractive_dessert/Mystery Ingredient Wild Blueberry Pie.jpg
http://allrecipes.com/recipe/pignoli-cookies-ii/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/26/00/260046.jpg,Pignoli Cookies II,170,"almond,sugar,egg,pinuts",12,3g,26.2g,1g,16.8g,6.7g,0.7g,11.1mg,5,527.8,44,6.820765441455097,59.56801818870784,2.2735884804850324,38.19628647214855,15.233042819249718,1.5915119363395225,25.236832133383864,0.028194,0.064101554,1618.240242516105,D,8,Labels_MMCIS/Dessert-132-Pignoli Cookies II.jpeg,4.333333333333333,9,images/good_images/Dessert-132-Pignoli Cookies II-good.jpg,./attractive_dessert/Pignoli Cookies II.jpg,./attractive_dessert/Pignoli Cookies II.jpg
http://allrecipes.com/recipe/pudding-and-cream-filled-strawberries/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/03/23/1032315.jpg,Pudding and Cream-Filled Strawberries,35,"strawberry,coconut,topping,milk,vanilla",36,0.4g,5.7g,0.5g,4.5g,1.3g,1g,43.3mg,5,1401.05,39,1.0278005781378252,14.64615823846401,1.2847507226722816,11.562756504050531,3.340351878947932,2.569501445344564,111.25941258341958,0.109982,0.2825989079618857,376.5296027979016,C,7,Labels_MMCIS/Dessert-136-Pudding and Cream-Filled Strawberries.jpeg,4,1,images/good_images/Dessert-136-Pudding and Cream-Filled Strawberries-good.jpg,./attractive_dessert/Pudding and Cream-Filled Strawberries.jpg,./attractive_dessert/Pudding and Cream-Filled Strawberries.jpg
http://allrecipes.com/recipe/rhubarb-custard-pie-iii/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/00/78/7848.jpg,Rhubarb Custard Pie III,209,"rhubarb,egg,sugar,salt,flour,milk",8,4.4g,31.8g,0.7g,22.3g,7.4g,1.9g,141.2mg,5,1075.71875,134,3.272230775934695,23.64930424425529,0.5205821688987015,16.584260523487202,5.503297214071987,1.4130087441536183,105.0088603549952,0.3586479999999999,0.2667225053016878,650.7583511024606,C,6,Labels_MMCIS/Dessert-137-Rhubarb Custard Pie III.jpeg,4,3,images/good_images/Dessert-137-Rhubarb Custard Pie III-good.jpg,./attractive_dessert/Rhubarb Custard Pie III.jpg,./attractive_dessert/Rhubarb Custard Pie III.jpg
http://allrecipes.com/recipe/saras-pumpkin-pie/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/48/74/487491.jpg,Sara's Pumpkin Pie,310,"egg,milk,sugar,pumpkin,salt,cinnamon,nutmeg,ginger,cloves",8,6.9g,43.3g,1.5g,30.9g,12.8g,4.7g,336.3mg,5,1290.0501,161,4.278903586767677,26.85167033435368,0.9301964319060168,19.162046497263944,7.937676218931343,2.9146154866388523,208.5500400333289,0.854202,0.5297171016846556,804.8729270281829,C,8,Labels_MMCIS/Dessert-141-Sara^s Pumpkin Pie.jpeg,4.214285714285714,28,images/good_images/Dessert-141-Sara's Pumpkin Pie-good.jpg,./attractive_dessert/Sara's Pumpkin Pie.jpg,./attractive_dessert/Sara's Pumpkin Pie.jpg
http://allrecipes.com/recipe/skillet-peach-pie/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/01/65/16527.jpg,Skillet Peach Pie,360,"salt,cinnamon,sugar,peach,butter",6,3.3g,47.4g,1g,22.6g,17.7g,5.6g,574.6mg,5,1188.875,198,1.6654400168226262,23.92177478708863,0.5046787929765535,11.40574072127011,8.932814635684995,2.826201240668699,289.9884344443276,1.459484,0.7365706234885923,760.6761013563242,C,8,Labels_MMCIS/Dessert-143-Skillet Peach Pie.jpeg,5,2,images/good_images/Dessert-143-Skillet Peach Pie-good.jpg,./attractive_dessert/Skillet Peach Pie.jpg,./attractive_dessert/Skillet Peach Pie.jpg
http://allrecipes.com/recipe/chilled-cantaloupe-soup/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/01/91/19125.jpg,Chilled Cantaloupe Soup,69,"cinnamon,cantaloupe,orange juice,lime juice",6,1.4g,16.4g,1g,13.7g,0.3g,0.1g,15.6mg,4,1063.95,177,0.7895107852812631,9.248554913294797,0.5639362752009023,7.72592697,0.1691808825602706,0.056393628,8.797405893134075,0.039624,0.022345411,162.9150993937685,B,5,Labels_MMCIS/Dessert-174-Chilled Cantaloupe Soup.jpeg,3.0625,16,images/good_images/Dessert-174-Chilled Cantaloupe Soup-good.jpg,./attractive_dessert/Chilled Cantaloupe Soup.jpg,./attractive_dessert/Chilled Cantaloupe Soup.jpg
http://allrecipes.com/recipe/egg-custard-pie-iv/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/47/24/1472449.jpg,Egg Custard Pie IV,117,"nutmeg,milk,egg,sugar",8,3.7g,11.2g,0.5g,5.2g,6.5g,2g,103mg,5,546.375,68,5.417524593914436,16.398993365362617,0.7320979180965455,7.613818348204072,9.517272935,2.928391672386182,150.81217112788832,0.2616199999999999,0.3830629146648363,717.2445298558681,C,8,Labels_MMCIS/Dessert-181-Egg Custard Pie IV.jpeg,3.8,5,images/good_images/Dessert-181-Egg Custard Pie IV-good.jpg,./attractive_dessert/Egg Custard Pie IV.jpg,./attractive_dessert/Egg Custard Pie IV.jpg
http://allrecipes.com/recipe/old-time-popcorn-balls/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/05/49/54980.jpg,Old Time Popcorn Balls,220,"sugar,syrup,vanilla,popcorn,vinegar,salt",15,1.1g,41.7g,1.2g,29.7g,6.3g,1g,239.2mg,5,1150.733077,77,1.4338685773260342,54.356654249541485,1.5642202661738556,38.71445158780293,8.212156397412741,1.303516888478213,311.80123972398854,0.607568,0.7919751488989308,1200.664191909728,D,8,Labels_MMCIS/Dessert-202-Old Time Popcorn Balls.jpeg,4.1,10,images/good_images/Dessert-202-Old Time Popcorn Balls-good.jpg,./attractive_dessert/Old Time Popcorn Balls.jpg,./attractive_dessert/Old Time Popcorn Balls.jpg
http://allrecipes.com/recipe/pumpkin-bread-pudding-with-caramel-rum-sauce/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/81/30/1813020.jpg,Pumpkin Bread Pudding with Caramel Rum Sauce,348,"rum,cream,butterscotch,ice cream,topping,pumpkin,vanilla,sugar,egg",10,5g,49.8g,0.2g,5.2g,14g,5.1g,281.6mg,5,1383.481403,138,3.614070987262848,35.996147033137966,0.1445628394905139,3.758633826753362,10.119398764335974,3.686352407008105,203.5444780026436,0.715264,0.5170029741267147,1053.1449116992576,C,7,Labels_MMCIS/Dessert-211-Pumpkin Bread Pudding with Caramel Rum Sauce.jpeg,4.6,5,images/good_images/Dessert-211-Pumpkin Bread Pudding with Caramel Rum Sauce-good.jpg,./attractive_dessert/Pumpkin Bread Pudding with Caramel Rum Sauce.jpg,./attractive_dessert/Pumpkin Bread Pudding with Caramel Rum Sauce.jpg
http://allrecipes.com/recipe/synowiez-peach-cobbler/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/13/21/1132165.jpg,Synowiez Peach Cobbler,472,"cinnamon,peach,butter,flour,sugar,milk",10,3.5g,52.1g,0.6g,37.7g,28.5g,18g,215.4mg,5,2495,250,1.402805611222445,20.881763527054108,0.2404809619238476,15.110220440881765,11.422845691382763,7.214428857715431,86.33266533066131,0.547116,0.2192849699398797,792.0519438877756,D,8,Labels_MMCIS/Dessert-223-Synowiez Peach Cobbler.jpeg,3,1,images/good_images/Dessert-223-Synowiez Peach Cobbler-good.jpg,./attractive_dessert/Synowiez Peach Cobbler.jpg,./attractive_dessert/Synowiez Peach Cobbler.jpg
http://allrecipes.com/recipe/120-calorie-peach-pies/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/02/35/80/2358073.jpg,120 Calorie Peach Pies,121,"peach,sugar,cinnamon",8,1.4g,12g,1g,1.6g,7.5g,1.9g,117.6mg,5,375.466667,47,2.982954542806325,25.56818179548279,2.130681816290233,3.4090909060643724,15.980113622176743,4.048295450951442,250.5681815957313,0.2987039999999999,0.6364431812531576,1079.4093740417177,C,7,Labels_MMCIS/Dessert-231-120 Calorie Peach Pies.jpeg,3.6666666666666665,3,images/good_images/Dessert-231-120 Calorie Peach Pies-good.jpg,./attractive_dessert/120 Calorie Peach Pies.jpg,./attractive_dessert/120 Calorie Peach Pies.jpg
http://allrecipes.com/recipe/cinnamon-apple-quesadillas/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/02/07/10/2071033.jpg,Cinnamon Apple Quesadillas,380,"flour,sugar,cinnamon,syrup,honey,apple",2,6.2g,78.5g,4.2g,29.1g,5.7g,1.4g,472.8mg,5,366,183,3.387978142076503,42.89617486338798,2.295081967213114,15.901639344262296,3.114754098360656,0.7650273224043715,258.3606557,1.200912,0.6562360655737705,869.3901639344263,B,7,Labels_MMCIS/Dessert-246-Cinnamon Apple Quesadillas.jpeg,0,0,images/good_images/Dessert-246-Cinnamon Apple Quesadillas-good.jpg,./attractive_dessert/Cinnamon Apple Quesadillas.jpg,./attractive_dessert/Cinnamon Apple Quesadillas.jpg
http://allrecipes.com/recipe/cranberry-apple-gelatin-mold-2/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/93/47/934713.jpg,Cranberry Apple Gelatin Mold,180,"apple,salt,raspberry,cranberries,yogurt,walnut,orange",12,3.4g,36.7g,2.1g,29.9g,3.3g,0.3g,121.7mg,4,1770,148,2.3050847457627115,24.88135593220339,1.4237288135593222,20.27118644067796,2.237288136,0.2033898305084745,82.50847457627118,0.309118,0.2095715254237288,510.9315254237288,B,5,Labels_MMCIS/Dessert-250-Cranberry Apple Gelatin Mold.jpeg,5,2,images/good_images/Dessert-250-Cranberry Apple Gelatin Mold-good.jpg,./attractive_dessert/Cranberry Apple Gelatin Mold.jpg,./attractive_dessert/Cranberry Apple Gelatin Mold.jpg
http://allrecipes.com/recipe/frozen-strawberry-smoothie-bars/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/01/28/25/1282508.jpg,Frozen Strawberry Smoothie Bars,38,"strawberry,yogurt,apple juice,honey",6,0.7g,8.9g,0.3g,8.4g,0.2g,0.1g,7.9mg,4,261.25,44,1.6076555023923442,20.44019138755981,0.6889952153110047,19.29186602870814,0.4593301435406699,0.2296650717703349,18.143540669856463,0.020066,0.046084593,365.3934545454545,C,5,Labels_MMCIS/Dessert-267-Frozen Strawberry Smoothie Bars.jpeg,4.666666666666667,3,images/good_images/Dessert-267-Frozen Strawberry Smoothie Bars-good.jpg,./attractive_dessert/Frozen Strawberry Smoothie Bars.jpg,./attractive_dessert/Frozen Strawberry Smoothie Bars.jpg
http://allrecipes.com/recipe/fruit-pizza-puff/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/99/24/992495.jpg,Fruit Pizza Puff,178,"milk,vanilla,fruit",16,3.5g,20.6g,1.6g,8.7g,9g,2.6g,248.2mg,5,1737.7,109,3.222650630143293,18.967600851700524,1.4732117166369338,8.010588709213327,8.286815906082753,2.3939690395350173,228.53196754330432,0.630428,0.5804711975599931,686.1947632,C,8,Labels_MMCIS/Dessert-268-Fruit Pizza Puff.jpeg,5,1,images/good_images/Dessert-268-Fruit Pizza Puff-good.jpg,./attractive_dessert/Fruit Pizza Puff.jpg,./attractive_dessert/Fruit Pizza Puff.jpg
http://allrecipes.com/recipe/no-fail-bean-pie/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/02/14/32/2143256.jpg,No Fail Bean Pie,539,"nutmeg,beans,milk,butter,cinnamon,egg,vanilla,sugar,flour",12,11.2g,75.2g,5g,45.5g,22g,9.5g,585.1mg,5,2438.465,203,5.511664100161371,37.00688752965493,2.460564330429184,22.391135406905573,10.826483053888408,4.675072227815449,287.93523794682307,1.4861540000000002,0.7313555043849308,1110.5438216254895,D,8,Labels_MMCIS/Dessert-281-No Fail Bean Pie.jpeg,5,9,images/good_images/Dessert-281-No Fail Bean Pie-good.jpg,./attractive_dessert/No Fail Bean Pie.jpg,./attractive_dessert/No Fail Bean Pie.jpg
http://allrecipes.com/recipe/strawberry-shortcake/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/84/00/840004.jpg,Strawberry Shortcake,430,"milk,cream,egg,shortening,salt,sugar,flour,strawberry",8,6.6g,55.2g,3.6g,23.3g,21.4g,9.5g,347mg,5,2017.15003,252,2.617554431486685,21.89227342697955,1.427756962629101,9.240760341,8.487221944517433,3.7676919847156833,137.61990723119388,0.8813799999999999,0.3495545643672325,714.0069794411871,C,8,Labels_MMCIS/Dessert-293-Strawberry Shortcake.jpeg,4.29,100,images/good_images/Dessert-293-Strawberry Shortcake-good.jpg,./attractive_dessert/Strawberry Shortcake.jpg,./attractive_dessert/Strawberry Shortcake.jpg
http://allrecipes.com/recipe/anise-almond-biscotti/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/99/26/992693.jpg,Anise Almond Biscotti,36,"Vanilla,egg,salt,almond,sugar,flour",84,1g,5.6g,0.3g,2.5g,1.1g,0.1g,18.1mg,5,825.652381,10,10.173773119658696,56.97312947008869,3.052131935897609,25.43443279914674,11.191150431624566,1.0173773119658696,184.1452934658224,0.045974,0.4677290454031889,1533.439918705933,C,8,Labels_MMCIS/Dessert-309-Anise Almond Biscotti.jpeg,4,1,images/good_images/Dessert-309-Anise Almond Biscotti-good.jpg,./attractive_dessert/Anise Almond Biscotti.jpg,./attractive_dessert/Anise Almond Biscotti.jpg
http://allrecipes.com/recipe/apple-pie-i/detail.aspx,Dessert,http://images.media-allrecipes.com/userphotos/250x250/00/15/67/156706.jpg,Apple Pie I,248,"apple,sugar,butter,cinnamon",8,1.7g,42.2g,3.2g,28.5g,9.1g,2.8g,128.1mg,5,1110.5,139,1.224673570463755,30.40072039621792,2.3052678973435388,20.531292210715893,6.5556055830706885,2.0171094101755966,92.28275551553354,0.325374,0.2343981990094552,748.0064115263394,C,7,Labels_MMCIS/Dessert-310-Apple Pie I.jpeg,4.609090909090909,110,images/good_images/Dessert-310-Apple Pie I-good.jpg,./attractive_dessert/Apple Pie I.jpg,./attractive_dessert/Apple Pie I.jpg
