Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
http://allrecipes.com/recipe/raw-hummus/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/68/13/681355.jpg,Raw Hummus,67,"paprika,garlic,lemon juice,salt,tahini,bean",20,3.3g,10.8g,3.3g,1.6g,1.8g,0.2g,93.9mg,5,801.5,40,8.2345602,26.94946974,8.2345602,3.992514036,4.491578291,0.499064255,234.3106675,0.238506,0.595149095,699.976544,A,6,Labels_MMCIS/Snack-11-Raw Hummus.jpeg,4.227272727,22,images/good_images/Snack-11-Raw Hummus-good.jpg,images/bad_images/Snack-11-Raw Hummus-bad.jpg
http://allrecipes.com/recipe/white-chocolate-gorp/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/05/28/52895.jpg,White Chocolate Gorp,142,"cereal,chocolate,cashew,pretzel",64,2.2g,15g,0.7g,11.1g,8.5g,4.2g,96.9mg,6,1696,26,8.301886792,56.60377358,2.641509434,41.88679245,32.0754717,15.8490566,365.6603774,0.246126,0.928777358,2243.49283,E,11,Labels_MMCIS/Snack-12-White Chocolate Gorp.jpeg,4.594594595,74,images/good_images/Snack-12-White Chocolate Gorp-good.jpg,images/bad_images/Snack-12-White Chocolate Gorp-bad.jpg
http://allrecipes.com/recipe/avocados-and-almonds/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/02/18/42/2184260.jpg,Avocados and Almonds,268,"butter,almond,salt,avocado",4,4.9g,11.2g,8g,1.2g,24.5g,4.4g,109mg,6,471.2,118,4.15959253,9.507640068,6.791171477,1.018675722,20.79796265,3.735144312,92.52971138,0.27686,0.235025467,952.5147708,A,7,Labels_MMCIS/Snack-13-Avocados and Almonds.jpeg,5,1,images/good_images/Snack-13-Avocados and Almonds-good.jpg,images/bad_images/Snack-13-Avocados and Almonds-bad.jpg
http://allrecipes.com/recipe/bacon-stuffed-mushrooms/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/09/76/1097641.jpg,Bacon Stuffed Mushrooms,258,"mushroom,green onion,bacon,Parmesan cheese,American cheese,milk,flour,cayenne pepper,black pepper,salt,garlic,butter,olive",6,11.4g,7.1g,1.5g,2.5g,22.1g,11.1g,769.8mg,5,1097.0375,183,6.234973736,3.883185397,0.820391281,1.367318802,12.08709821,6.07089548,421.0248054,1.955292,1.069403006,590.7880451,C,8,Labels_MMCIS/Snack-14-Bacon Stuffed Mushrooms.jpeg,5,1,images/good_images/Snack-14-Bacon Stuffed Mushrooms-good.jpg,images/bad_images/Snack-14-Bacon Stuffed Mushrooms-bad.jpg
http://allrecipes.com/recipe/buffalo-chicken-stuffed-shells/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/13/22/1132257.jpg,Buffalo Chicken Stuffed Shells,698,"butter,cayenne pepper,ricotta cheese,pasta shell,cheese,salt,black pepper,chicken",6,44.4g,62.8g,2.5g,2.7g,29g,18.2g,1452.5mg,5,1870.928,312,14.23892314,20.13973814,0.801741168,0.865880461,9.300197549,5.836675703,465.8116186,3.68935,1.183161511,937.1989943,D,8,Labels_MMCIS/Snack-15-Buffalo Chicken Stuffed Shells.jpeg,4.6,5,images/good_images/Snack-15-Buffalo Chicken Stuffed Shells-good.jpg,images/bad_images/Snack-15-Buffalo Chicken Stuffed Shells-bad.jpg
http://allrecipes.com/recipe/cheese-dip-with-beer/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/41/97/1419799.jpg,Cheese Dip with Beer,219,"garlic,salt,bread,Cheddar cheese,mozzarella cheese,cream cheese,beer",16,10.5g,15g,1.8g,0.4g,12.6g,7.6g,519.3mg,5,1383.1173,86,12.14647521,17.35210745,2.082252894,0.462722865,14.57577025,8.791734439,600.7299598,1.319022,1.525854098,1060.68713,D,9,Labels_MMCIS/Snack-16-Cheese Dip with Beer.jpeg,4.416666667,24,images/good_images/Snack-16-Cheese Dip with Beer-good.jpg,images/bad_images/Snack-16-Cheese Dip with Beer-bad.jpg
http://allrecipes.com/recipe/cheesy-pizza-dip/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/04/80/48035.jpg,Cheesy Pizza Dip,51,"red pepper,mozzarella cheese,Cheddar cheese,garlic,sour cream,cream cheese,green onion,pizza sauce,oregano",56,1.6g,1.1g,0.1g,0.3g,4.5g,2.8g,68.8mg,5,1302.68334,23,6.878110531,4.72870099,0.429881908,1.289645725,19.34468587,12.03669343,295.7587529,0.174752,0.751227232,917.9130824,D,9,Labels_MMCIS/Snack-17-Cheesy Pizza Dip.jpeg,4.111111111,27,images/good_images/Snack-17-Cheesy Pizza Dip-good.jpg,images/bad_images/Snack-17-Cheesy Pizza Dip-bad.jpg
http://allrecipes.com/recipe/cocktail-wieners-i/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/19/46/194656.jpg,Cocktail Wieners I,341,"beef,chili sauce,cranberry sauce",15,11.8g,19.8g,0.6g,15.4g,24.3g,10.2g,1230.2mg,5,2195.4117,146,8.062269141,13.52821432,0.409945889,10.52194447,16.60280848,6.969080105,840.5257201,3.124708,2.134935329,975.4654218,E,10,Labels_MMCIS/Snack-18-Cocktail Wieners I.jpeg,4.125,8,images/good_images/Snack-18-Cocktail Wieners I-good.jpg,images/bad_images/Snack-18-Cocktail Wieners I-bad.jpg
http://allrecipes.com/recipe/egg-roll-reuben-wraps/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/02/22/88/2228849.jpg,Egg Roll Reuben Wraps,286,"egg,sauerkraut,beef,Gruyere cheese,olive oil",10,12.1g,26.5g,1g,0.2g,14.5g,3.9g,645.1mg,5,1971.2,197,6.138392857,13.44358766,0.507305195,0.101461039,7.355925325,1.97849026,327.2625812,1.638554,0.831246956,607.4598214,B,7,Labels_MMCIS/Snack-19-Egg Roll Reuben Wraps.jpeg,0,0,images/good_images/Snack-19-Egg Roll Reuben Wraps-good.jpg,images/bad_images/Snack-19-Egg Roll Reuben Wraps-bad.jpg
http://allrecipes.com/recipe/enchilada-meatballs/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/81/17/811709.jpg,Enchilada Meatballs,398,"beef,salt,enchilada sauce,tomato sauce,Mexican cheese,cornbread",6,21.2g,15.4g,1.9g,3.4g,28.1g,14g,811.6mg,5,1555,259,8.180064309,5.942122186,0.733118971,1.311897106,10.84244373,5.40192926,313.1575563,2.061464,0.795420193,642.9632412,C,8,Labels_MMCIS/Snack-20-Enchilada Meatballs.jpeg,4.24,50,images/good_images/Snack-20-Enchilada Meatballs-good.jpg,images/bad_images/Snack-20-Enchilada Meatballs-bad.jpg
http://allrecipes.com/recipe/fresh-spring-rolls/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/85/49/854996.jpg,Fresh Spring Rolls,25,"cabbage,shrimp,sweet sauce,sour sauce,celery,carrot,rice",20,1.8g,3.9g,0.2g,0.2g,0.3g,0.1g,29.5mg,4,423.154,21,8.50754099,18.43300548,0.945282332,0.945282332,1.417923498,0.472641166,139.429144,0.07493,0.354150026,494.7135086,B,5,Labels_MMCIS/Snack-21-Fresh Spring Rolls.jpeg,3.909090909,11,images/good_images/Snack-21-Fresh Spring Rolls-good.jpg,images/bad_images/Snack-21-Fresh Spring Rolls-bad.jpg
http://allrecipes.com/recipe/fruit-skewers-with-apple-cinnamon-dipping-sauce/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/87/43/1874336.jpg,Fruit Skewers with Apple Cinnamon Dipping Sauce,117,"applesauce,almond,yogurt,cinnamon,grape,strawberry,apple,pineapple",4,2.5g,26.2g,2.6g,22.7g,1.3g,0.7g,8.6mg,4,801.9266208,200,1.246996887,13.06852738,1.296876763,11.32273174,0.648438381,0.349159128,4.289669292,0.021844,0.01089576,244.3393634,B,5,Labels_MMCIS/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce.jpeg,0,0,images/good_images/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce-good.jpg,images/bad_images/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce-bad.jpg
http://allrecipes.com/recipe/honey-pumpkin-seeds/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/06/97/1069703.jpg,Honey Pumpkin Seeds,148,"butter,honey,sugar,pumpkin seed,salt",16,3g,22.1g,0.6g,13.5g,6g,2.4g,60.5mg,5,560.88656,35,8.557880224,63.04305099,1.711576045,38.51046101,17.11576045,6.84630418,172.5839179,0.15367,0.438363151,1767.619891,E,10,Labels_MMCIS/Snack-23-Honey Pumpkin Seeds.jpeg,5,2,images/good_images/Snack-23-Honey Pumpkin Seeds-good.jpg,images/bad_images/Snack-23-Honey Pumpkin Seeds-bad.jpg
http://allrecipes.com/recipe/just-garlic-toast/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/00/37/1003704.jpg,Just Garlic Toast,171,"baguette,garlic",4,7g,33.5g,1.5g,1.5g,1.1g,0.3g,369.6mg,4,245,61,11.42857143,54.69387755,2.448979592,2.448979592,1.795918367,0.489795918,603.4285714,0.938784,1.532708571,1168.886204,C,6,Labels_MMCIS/Snack-24-Just Garlic Toast.jpeg,5,1,images/good_images/Snack-24-Just Garlic Toast-good.jpg,images/bad_images/Snack-24-Just Garlic Toast-bad.jpg
http://allrecipes.com/recipe/mango-papaya-salsa/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/01/50/15081.jpg,Mango Papaya Salsa,77,"salt,pepper,mango,papaya,red pepper,avocado,onion,cilantro,balsamic vinegar",8,1.1g,11g,3.1g,6.8g,3.9g,0.6g,5.3mg,5,822.75,103,1.069583713,10.69583713,3.014281373,6.611972045,3.792160438,0.583409298,5.1534488,0.013462,0.01308976,313.4693163,A,6,Labels_MMCIS/Snack-25-Mango Papaya Salsa.jpeg,4.647058824,17,images/good_images/Snack-25-Mango Papaya Salsa-good.jpg,images/bad_images/Snack-25-Mango Papaya Salsa-bad.jpg
http://allrecipes.com/recipe/pork-dumplings/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/70/48/704866.jpg,Pork Dumplings,752,"cabbage,egg,sesame oil,soy sauce,green onion,garlic,ginger,pork",10,39.2g,81.1g,3.4g,1.2g,28.8g,8.7g,1448.8mg,5,2158.9,216,18.15739497,37.56542684,1.574876094,0.555838622,13.34012692,4.029830006,671.0824957,3.679952,1.704549539,1458.369355,D,8,Labels_MMCIS/Snack-26-Pork Dumplings.jpeg,4.612903226,62,images/good_images/Snack-26-Pork Dumplings-good.jpg,images/bad_images/Snack-26-Pork Dumplings-bad.jpg
http://allrecipes.com/recipe/rosemary-roasted-cashews/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/81/95/819552.jpg?fix=39,Rosemary Roasted Cashews,212,"cayenne pepper,salt,cashew,rosemary,sugar,margarine",10,5.3g,12.7g,1.1g,3.1g,17g,3.3g,808.1mg,6,388.82828,39,13.63069579,32.66223331,2.829012334,7.972671124,43.72109971,8.487037003,2078.295334,2.052574,5.278870148,2282.759886,E,11,Labels_MMCIS/Snack-27-Rosemary Roasted Cashews.jpeg,5,4,images/good_images/Snack-27-Rosemary Roasted Cashews-good.jpg,images/bad_images/Snack-27-Rosemary Roasted Cashews-bad.jpg
http://allrecipes.com/recipe/spam-fries-with-spicy-garlic-sriracha-dipping-sauce/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/13/02/1130222.jpg,SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce,562,"meat,vegetable oil,sriracha sauce,salt,mayonnaise,garlic,paprika,ketchup",8,11.6g,4.3g,0.1g,0.7g,56g,13.1g,1420.2mg,6,1815.540417,227,5.111425729,1.894752641,0.044064015,0.308448104,24.67584835,5.772385953,625.7971397,3.607308,1.589524735,1036.818163,D,10,Labels_MMCIS/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce.jpeg,5,1,images/good_images/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce-good.jpg,images/bad_images/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce-bad.jpg
http://allrecipes.com/recipe/stuffed-sourdough-loaf/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/02/02/01/2020156.jpg,Stuffed Sourdough Loaf,239,"butter,bread,garlic,cheese,cream cheese,green onion,Cheddar cheese,artichoke,Parmesan cheese",24,11g,14.1g,1.4g,0.7g,15.7g,9.8g,502mg,5,2078.5,87,12.7014674,16.28097185,1.616550397,0.808275198,18.12845802,11.31585278,579.6487852,1.27508,1.472307914,1155.423854,D,9,Labels_MMCIS/Snack-29-Stuffed Sourdough Loaf.jpeg,4.25,4,images/good_images/Snack-29-Stuffed Sourdough Loaf-good.jpg,images/bad_images/Snack-29-Stuffed Sourdough Loaf-bad.jpg
http://allrecipes.com/recipe/the-best-sweet-and-sour-pork-meatballs/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/47/06/470680.jpg,The Best Sweet and Sour Pork Meatballs,288,"egg,soy sauce,green onion,chestnut,sausage,bread,Sweet sauce,Sour Sauce,sugar,cornstarch,vinegar,pineapple juice,ketchup,garlic",30,12.7g,25g,1.3g,12.9g,15.3g,5.3g,1056.4mg,5,5000.153333,167,7.619766328,14.99954002,0.779976081,7.739762648,9.179718489,3.179902483,633.8205629,2.683256,1.60990423,723.456854,D,9,Labels_MMCIS/Snack-30-The Best Sweet and Sour Pork Meatballs.jpeg,3.333333333,3,images/good_images/Snack-30-The Best Sweet and Sour Pork Meatballs-good.jpg,images/bad_images/Snack-30-The Best Sweet and Sour Pork Meatballs-bad.jpg
http://allrecipes.com/recipe/traditional-hummus/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/96/27/962787.jpg,Traditional Hummus,560,"garlic,bean,olive oil,tahini,lemon juice,salt",8,8.6g,22.5g,5.9g,0.2g,50.5g,7g,244.4mg,6,1077.4,135,6.385743456,16.70688695,4.380917022,0.148505662,37.4976796,5.197698162,181.4739187,0.620776,0.460943753,1740.937813,C,9,Labels_MMCIS/Snack-31-Traditional Hummus.jpeg,4.6,5,images/good_images/Snack-31-Traditional Hummus-good.jpg,images/bad_images/Snack-31-Traditional Hummus-bad.jpg
http://allrecipes.com/recipe/baked-artichoke-dip/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/29/40/1294063.jpg,Baked Artichoke Dip,383,"mayonnaise,garlic,Parmesan cheese,artichoke,parsley,cayenne pepper,Worcestershire sauce",12,6.8g,3.9g,0g,0.6g,38.6g,8.2g,567.9mg,6,970.8130647,81,8.405325697,4.820701503,0,0.741646385,47.71258411,10.13583393,701.9683035,1.442466,1.782999491,1982.104846,E,10,Labels_MMCIS/Snack-32-Baked Artichoke Dip.jpeg,3.6,5,images/good_images/Snack-32-Baked Artichoke Dip-good.jpg,images/bad_images/Snack-32-Baked Artichoke Dip-bad.jpg
http://allrecipes.com/recipe/baked-onion-dip-i/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/01/30/13046.jpg,Baked Onion Dip I,173,"mayonnaise,onion,Parmesan cheese",24,3.5g,2.2g,0.2g,0.8g,17g,3.6g,232.1mg,6,920,38,9.130434783,5.739130435,0.52173913,2.086956522,44.34782609,9.391304348,605.4782609,0.589534,1.537914783,1889.521043,E,10,Labels_MMCIS/Snack-33-Baked Onion Dip I.jpeg,4.057142857,35,images/good_images/Snack-33-Baked Onion Dip I-good.jpg,images/bad_images/Snack-33-Baked Onion Dip I-bad.jpg
http://allrecipes.com/recipe/beef-and-salsa-dip/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/99/74/997481.jpg,Beef and Salsa Dip,338,"lettuce,salsa,sour cream,beef,Cheddar cheese",7,21.3g,7g,1.5g,2.9g,25.3g,14.1g,643.8mg,5,1625.7,232,9.171433844,3.01408624,0.645875623,1.248692871,10.89376884,6.071230854,277.2098173,1.635252,0.704112936,609.335597,C,8,Labels_MMCIS/Snack-34-Beef and Salsa Dip.jpeg,4,3,images/good_images/Snack-34-Beef and Salsa Dip-good.jpg,images/bad_images/Snack-34-Beef and Salsa Dip-bad.jpg
http://allrecipes.com/recipe/beef-and-sausage-fried-wontons/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/99/77/997794.jpg,Beef and Sausage Fried Wontons,338,"chili sauce,sausage,beef,garlic,green onion,salt,pepper,egg,vegetable oil",12,16.6g,27.6g,1.1g,3.8g,17.5g,5g,608.7mg,5,2225.361667,185,8.951353973,14.88297408,0.59316201,2.049105126,9.436668345,2.696190956,328.234287,1.546098,0.833715089,763.0966711,B,7,Labels_MMCIS/Snack-35-Beef and Sausage Fried Wontons.jpeg,4,1,images/good_images/Snack-35-Beef and Sausage Fried Wontons-good.jpg,images/bad_images/Snack-35-Beef and Sausage Fried Wontons-bad.jpg
http://allrecipes.com/recipe/bruschetta-with-hummus/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/39/14/391429.jpg,Bruschetta with Hummus,534,"bread,bean,garlic,lemon juice,cumin,olive oil,butter,Parmesan cheese,paprika,tomato,feta cheese,oregano,garlic",6,17.2g,76.4g,7g,3.4g,17.8g,8.6g,1112.2mg,5,1655.443288,276,6.233979789,27.69046837,2.537084798,1.23229833,6.451444201,3.116989895,403.1065303,2.824988,1.023890587,810.3271974,B,7,Labels_MMCIS/Snack-36-Bruschetta with Hummus.jpeg,5,2,images/good_images/Snack-36-Bruschetta with Hummus-good.jpg,images/bad_images/Snack-36-Bruschetta with Hummus-bad.jpg
http://allrecipes.com/recipe/caramel-pretzel-nut-popcorn/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/47/78/1477803.jpg,Caramel Pretzel Nut Popcorn,378,"sugar,peanut,corn syrup,butter,salt,soda,vanilla,popcorn,pretzel",32,6.8g,43g,2.7g,16.1g,21.4g,7.4g,616.7mg,6,2518.366667,79,8.640520971,54.6385885,3.430795092,20.45770406,27.19222776,9.402919881,783.6190122,1.566418,1.990392291,2010.967405,E,11,Labels_MMCIS/Snack-37-Caramel Pretzel Nut Popcorn.jpeg,4.464285714,28,images/good_images/Snack-37-Caramel Pretzel Nut Popcorn-good.jpg,images/bad_images/Snack-37-Caramel Pretzel Nut Popcorn-bad.jpg
http://allrecipes.com/recipe/clam-dip/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/87/53/875399.jpg,Clam Dip,212,"bread,lemon juice,clam,green onion,cream cheese",16,11g,17.9g,0.7g,0.9g,10.7g,6.3g,289.8mg,5,1399.7489,87,12.57368375,20.46081265,0.800143511,1.028755943,12.2307651,7.201291603,331.2594137,0.736092,0.841398911,1014.583801,D,8,Labels_MMCIS/Snack-38-Clam Dip.jpeg,3.666666667,3,images/good_images/Snack-38-Clam Dip-good.jpg,images/bad_images/Snack-38-Clam Dip-bad.jpg
http://allrecipes.com/recipe/crabby-cliffs-mushroom-puffs/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/01/07/97/1079709.jpg,Crabby Cliff's Mushroom Puffs,199,"olive oil,cream cheese,cayenne pepper,garlic,crabmeat,pastry,green onion,mushroom",18,4.9g,13.2g,0.6g,0.5g,14.3g,4.2g,118.7mg,6,1120.3,62,7.87289119,21.20860484,0.964027493,0.803356244,22.97598857,6.748192448,190.7167723,0.301498,0.484420602,1338.669785,C,9,Labels_MMCIS/Snack-39-Crabby Cliff^s Mushroom Puffs.jpeg,3.75,4,images/good_images/Snack-39-Crabby Cliff's Mushroom Puffs-good.jpg,images/bad_images/Snack-39-Crabby Cliff's Mushroom Puffs-bad.jpg
http://allrecipes.com/recipe/crossing-all-borders-fusion-dip-and-spread/detail.aspx,Snack,http://images.media-allrecipes.com/userphotos/250x250/00/63/27/632713.jpg,Crossing All Borders Fusion Dip and Spread,41,"pepper,parsley,vinegar,salt,mustard,mint,orange marmalade,honey,avocado,chili",12,0.5g,5g,1.3g,2.8g,2.5g,0.4g,52.9mg,5,524.40223,44,1.144159894,11.44159894,2.974815725,6.407295408,5.720799471,0.915327915,121.0521168,0.134366,0.307472377,392.8102289,B,7,Labels_MMCIS/Snack-40-Crossing All Borders Fusion Dip and Spread.jpeg,0,0,images/good_images/Snack-40-Crossing All Borders Fusion Dip and Spread-good.jpg,images/bad_images/Snack-40-Crossing All Borders Fusion Dip and Spread-bad.jpg
