Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
http://allrecipes.com/recipe/pearl-couscous-salad/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/02/16/16/2161670.jpg,Pearl Couscous Salad,560,"green onion,honey,lemon,olive oil,couscous,lentils,cucumber,red pepper,cranberries,raisins,red onion,parsley,tomato,salt,black pepper",6,12.7g,82.2g,9.9g,22g,21g,2.9g,42.8mg,5,2060.53333,343,3.698071703,23.93555071,2.882748808,6.406108461,6.114921713,0.84444157,12.46279282,0.108712,0.031655494,682.7187794,A,6,Labels_MMCIS/Pasta-12-Pearl Couscous Salad.jpeg,5,1,images/good_images/Pasta-12-Pearl Couscous Salad-good.jpg,images/bad_images/Pasta-12-Pearl Couscous Salad-bad.jpg
http://allrecipes.com/recipe/rutabaga-salad/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/94/74/947467.jpg,Rutabaga Salad,330,"salt,cayenne pepper,black pepper,weed,oregano,honey,vinegar,vegetable oil,couscous,rutabaga",6,11.7g,44.2g,6.7g,5.2g,12.3g,1.9g,24mg,5,1328.54211,221,5.283987573,19.96173083,3.025873226,2.348438922,5.554961295,0.858083452,10.83894887,0.06096,0.02753093,623.9820279,A,5,Labels_MMCIS/Pasta-13-Rutabaga Salad.jpeg,5,2,images/good_images/Pasta-13-Rutabaga Salad-good.jpg,images/bad_images/Pasta-13-Rutabaga Salad-bad.jpg
http://allrecipes.com/recipe/simple-pesto-pasta/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/46/83/1468327.jpg,Simple Pesto Pasta,392,"pesto,fettuccine pasta,butter,garlic",4,10.9g,44.4g,2.5g,2g,19.9g,9.5g,204.7mg,6,366.91299,92,11.88292625,48.40384637,2.7254418,2.18035344,21.69451673,10.35667884,223.1591746,0.519938,0.566824303,1789.225942,D,9,Labels_MMCIS/Pasta-14-Simple Pesto Pasta.jpeg,4.5,6,images/good_images/Pasta-14-Simple Pesto Pasta-good.jpg,images/bad_images/Pasta-14-Simple Pesto Pasta-bad.jpg
http://allrecipes.com/recipe/slow-cooker-venison-stroganoff-meal/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/33/85/338564.jpg,Slow Cooker Venison Stroganoff Meal,790,"mushroom soup,flour,onion,garlic,black pepper,noodles pasta,olive oil,meat,salt",4,54.5g,87.7g,4g,3.6g,23.5g,5.3g,1144.6mg,5,1504.889167,376,14.48611664,23.31068677,1.063201221,0.956881099,6.246307174,1.408741618,304.2350294,2.907284,0.772756975,879.1536473,B,6,Labels_MMCIS/Pasta-15-Slow Cooker Venison Stroganoff Meal.jpeg,4.785714286,14,images/good_images/Pasta-15-Slow Cooker Venison Stroganoff Meal-good.jpg,images/bad_images/Pasta-15-Slow Cooker Venison Stroganoff Meal-bad.jpg
http://allrecipes.com/recipe/turkey-lasagna-with-butternut-squash-zucchini-and-spinach/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/48/87/488787.jpg,"Turkey Lasagna with Butternut Squash, Zucchini, and Spinach",477,"butternut squash,lasagna noodles pasta,spinach,parsley,black pepper,fennel seeds,basil,tomato,turkey,garlic,onion,vegetable oil,ricotta cheese,egg,parsley,black pepper,mozzarella cheese,zucchini",8,34.7g,56.9g,8.6g,13.9g,14.3g,4.5g,906.5mg,4,4375.925,547,6.343801596,10.40237207,1.572239012,2.541177008,2.614304404,0.822683204,165.724961,2.30251,0.420941401,365.1074641,A,5,"Labels_MMCIS/Pasta-16-Turkey Lasagna with Butternut Squash, Zucchini, and Spinach.jpeg",4.285714286,7,"images/good_images/Pasta-16-Turkey Lasagna with Butternut Squash, Zucchini, and Spinach-good.jpg","images/bad_images/Pasta-16-Turkey Lasagna with Butternut Squash, Zucchini, and Spinach-bad.jpg"
http://allrecipes.com/recipe/turkey-macaroni-salad/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/96/56/965625.jpg,Turkey Macaroni Salad,858,"green onion,celery,turkey,white pepper,salt,yogurt,mayonnaise,fusilli pasta",4,39.9g,46.8g,2.5g,5.9g,57.2g,11.1g,1021.2mg,5,1260.3,315,12.66365151,14.85360628,0.793461874,1.872570023,18.15440768,3.522970721,324.1133064,2.593848,0.823247798,1140.133111,C,8,Labels_MMCIS/Pasta-17-Turkey Macaroni Salad.jpeg,4.333333333,3,images/good_images/Pasta-17-Turkey Macaroni Salad-good.jpg,images/bad_images/Pasta-17-Turkey Macaroni Salad-bad.jpg
http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/04/31/1043181.jpg,Ziti and Eggplant,545,"black pepper,sugar,red pepper,basil,tomato,olive oil,ziti pasta,pita bread,butter,Parmesan cheese,paprika,salt,pepper",6,18.4g,91.9g,9.5g,5.1g,12.1g,4.1g,534.1mg,5,2160.308333,360,5.110381621,25.52413429,2.63851225,1.416464471,3.360631392,1.138726339,148.3399361,1.356614,0.376783438,633.744535,A,6,Labels_MMCIS/Pasta-18-Ziti and Eggplant.jpeg,4.6,5,images/good_images/Pasta-18-Ziti and Eggplant-good.jpg,images/bad_images/Pasta-18-Ziti and Eggplant-bad.jpg
http://allrecipes.com/recipe/alysias-basic-meat-lasagna/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/84/96/849682.jpg,Alysia's Basic Meat Lasagna,567,"egg,beef,garlic,spaghetti sauce,tomato sauce,oregano,olive oil,onion,lasagna noodles pasta,Parmesan cheese,oregano,milk,ricotta cheese,provolone cheese,mozzarella cheese,garlic",10,36g,35.6g,3.1g,10.3g,31.4g,14.5g,943.1mg,5,3074.526667,307,11.70911945,11.57901812,1.008285286,3.350109176,10.21295419,4.716173112,306.7464043,2.395474,0.779135867,772.1239258,C,7,Labels_MMCIS/Pasta-19-Alysia^s Basic Meat Lasagna.jpeg,4.591397849,93,images/good_images/Pasta-19-Alysia's Basic Meat Lasagna-good.jpg,images/bad_images/Pasta-19-Alysia's Basic Meat Lasagna-bad.jpg
http://allrecipes.com/recipe/birdmans-marinara-sauce/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/02/02/00/2020052.jpg,Birdman's Marinara Sauce,92,"tomato,olive oil,onion,garlic,tomato sauce,mushroom,pepper,carrot,zucchini, celery,red wine,soy sauce,black pepper,,sage,oregano,basil",10,4.1g,17.4g,4.4g,10g,2g,0.3g,724mg,4,2808.1,281,1.460061964,6.196360528,1.566895766,3.561126741,0.712225348,0.106833802,257.825576,1.83896,0.654876963,137.169474,A,5,Labels_MMCIS/Pasta-20-Birdman^s Marinara Sauce.jpeg,4.5,2,images/good_images/Pasta-20-Birdman's Marinara Sauce-good.jpg,images/bad_images/Pasta-20-Birdman's Marinara Sauce-bad.jpg
http://allrecipes.com/recipe/buffalo-cheesy-chicken-lasagna/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/06/47/64714.jpg,Buffalo Cheesy Chicken Lasagna,435,"blue cheese,mozzarella cheese,lasagna noodles pasta,egg,chicken,spaghetti sauce,sauce,vinegar,garlic,onion,green pepper,mushroom,ricotta cheese",10,33.3g,40g,4.2g,11.4g,15.4g,7.7g,932.4mg,5,3273.366667,327,10.17301249,12.21983483,1.283082657,3.482652926,4.704636409,2.352318204,284.8443498,2.368296,0.723504649,556.3867984,B,7,Labels_MMCIS/Pasta-21-Buffalo Cheesy Chicken Lasagna.jpeg,4.086956522,23,images/good_images/Pasta-21-Buffalo Cheesy Chicken Lasagna-good.jpg,images/bad_images/Pasta-21-Buffalo Cheesy Chicken Lasagna-bad.jpg
http://allrecipes.com/recipe/chicken-and-broccoli-pasta/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/85/71/857133.jpg,Chicken and Broccoli Pasta,368,"olive oil,penne pasta,oregano,salt,pepper,broccoli,chicken,onion,garlic, tomato,basil,Parmesan cheese",8,23.5g,51g,3.6g,5g,7.7g,1.4g,296.1mg,5,1996.41167,250,9.416895464,20.43666675,1.442588241,2.00359478,3.085535961,0.561006538,118.6528828,0.752094,0.301378322,617.4046859,A,6,Labels_MMCIS/Pasta-22-Chicken and Broccoli Pasta.jpeg,3.851851852,27,images/good_images/Pasta-22-Chicken and Broccoli Pasta-good.jpg,images/bad_images/Pasta-22-Chicken and Broccoli Pasta-bad.jpg
http://allrecipes.com/recipe/chicken-giardino/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/02/59/25973.jpg,Chicken Giardino,622,"lemon juice, cream, salt,pepper,red pepper,wine,thyme,garlic,butter,vegetables,chicken,farfallepasta",4,38.1g,59.1g,7g,2g,20.3g,11.3g,208mg,5,1902.504427,476,8.010493844,12.42572667,1.471744276,0.420498364,4.2680584,2.375815759,43.73182991,0.52832,0.111078848,547.5287338,A,6,Labels_MMCIS/Pasta-23-Chicken Giardino.jpeg,1,2,images/good_images/Pasta-23-Chicken Giardino-good.jpg,images/bad_images/Pasta-23-Chicken Giardino-bad.jpg
http://allrecipes.com/recipe/chicken-pasta-i/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/06/70/67016.jpg,Chicken Pasta I,185,"chicken,mostaccioli pasta,onion,mushroom,tomato,salt,pepper,Parmesan cheese",8,15.7g,26.1g,2.1g,2.6g,1.8g,0.6g,164.8mg,4,1101.7239,138,11.40031545,18.95211677,1.524882958,1.887950329,1.307042536,0.435680845,119.6670055,0.418592,0.303954194,562.4334736,A,5,Labels_MMCIS/Pasta-24-Chicken Pasta I.jpeg,4.419354839,31,images/good_images/Pasta-24-Chicken Pasta I-good.jpg,images/bad_images/Pasta-24-Chicken Pasta I-bad.jpg
http://allrecipes.com/recipe/grandmothers-polish-cabbage-and-noodles/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/19/27/1192753.jpg,Grandmother's Polish Cabbage and Noodles,618,"sugar,ham,farfalle pasta,onion,cabbage,butter",4,24.8g,82.3g,10.9g,14.3g,23.1g,11.2g,708.9mg,5,1956.82,489,5.069449413,16.82321317,2.228104782,2.923109944,4.721946832,2.289428767,144.9085762,1.800606,0.368067783,528.907595,A,7,Labels_MMCIS/Pasta-25-Grandmother^s Polish Cabbage and Noodles.jpeg,4,2,images/good_images/Pasta-25-Grandmother's Polish Cabbage and Noodles-good.jpg,images/bad_images/Pasta-25-Grandmother's Polish Cabbage and Noodles-bad.jpg
http://allrecipes.com/recipe/greek-chicken-pasta/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/22/05/220541.jpg,Greek Chicken Pasta,488,"olive oil,oregano,salt,pepper,lemon,red onion,tomato,feta cheese,parsley,artichoke,chicken,linguine pasta,garlic,lemon juice",6,32.6g,70g,7.5g,4.9g,11.4g,2.8g,444mg,5,1914.84692,319,10.21491577,21.93386822,2.350057309,1.535370775,3.57208711,0.877354729,139.1233927,1.12776,0.353373417,640.2052442,A,6,Labels_MMCIS/Pasta-26-Greek Chicken Pasta.jpeg,4.384313725,255,images/good_images/Pasta-26-Greek Chicken Pasta-good.jpg,images/bad_images/Pasta-26-Greek Chicken Pasta-bad.jpg
http://allrecipes.com/recipe/lemon-cream-pasta-with-chicken/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/25/94/259483.jpg,Lemon Cream Pasta with Chicken,519,"black pepper, lemon, cream,rotelle pasta,lemon juice,chicken,lemon,garlic,chicken broth",4,30.7g,49g,3.6g,3.6g,25g,14.3g,954.6mg,5,1712.403333,428,7.171207719,11.44590157,0.840923381,0.840923381,5.8397457,3.34033454,222.9848498,2.424684,0.566381518,507.5788299,B,7,Labels_MMCIS/Pasta-27-Lemon Cream Pasta with Chicken.jpeg,4.314606742,178,images/good_images/Pasta-27-Lemon Cream Pasta with Chicken-good.jpg,images/bad_images/Pasta-27-Lemon Cream Pasta with Chicken-bad.jpg
http://allrecipes.com/recipe/pasta-fazul/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/12/31/1123174.jpg,Pasta Fazul,452,"oregano,Parmesan cheese,butter,macaroni pasta,cannellini beans,tomato,olive oil,salt,pepper,basil,parsley,carrot,onion, garlic",5,15.7g,59.3g,7.9g,5g,17.7g,5.3g,227.9mg,5,1282.2,256,6.122289814,23.12431758,3.080642645,1.949773826,6.902199345,2.066760256,88.870691,0.578866,0.225731555,737.9635002,A,6,Labels_MMCIS/Pasta-28-Pasta Fazul.jpeg,4.636363636,11,images/good_images/Pasta-28-Pasta Fazul-good.jpg,images/bad_images/Pasta-28-Pasta Fazul-bad.jpg
http://allrecipes.com/recipe/penne-with-mango-chile-sauce/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/00/96/9652.jpg,Penne with Mango Chile Sauce,469,"salt,penne pasta,honey,vinegar,cinnamon,cloves,vegetable oil,mango,red onion,red chile pepper,tomato,red wine,bay,olives,cilantro",6,12.4g,78.3g,6.4g,15.4g,10.8g,1.7g,463.2mg,5,1689.77214,282,4.402960508,27.80256514,2.272495746,5.468192889,3.834836572,0.603631683,164.4718796,1.176528,0.417758574,697.2333678,A,7,Labels_MMCIS/Pasta-29-Penne with Mango Chile Sauce.jpeg,0,0,images/good_images/Pasta-29-Penne with Mango Chile Sauce-good.jpg,images/bad_images/Pasta-29-Penne with Mango Chile Sauce-bad.jpg
http://allrecipes.com/recipe/quick-pasta-sauce/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/39/61/396160.jpg,Quick Pasta Sauce,84,"olive oil,garlic,basil,tomato,salt,pepper",6,2.3g,10.2g,2.6g,0g,4.9g,0.7g,172.9mg,5,821.4,137,1.680058437,7.450693937,1.899196494,0,3.579254931,0.511322133,126.2965668,0.439166,0.32079328,256.8964207,A,6,Labels_MMCIS/Pasta-30-Quick Pasta Sauce.jpeg,4.304347826,23,images/good_images/Pasta-30-Quick Pasta Sauce-good.jpg,images/bad_images/Pasta-30-Quick Pasta Sauce-bad.jpg
http://allrecipes.com/recipe/red-pepper-pesto-pasta/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/78/85/1788572.jpg,Red Pepper Pesto Pasta,678,"penne pasta,salt,pepper,olive oil,Parmesan cheese,red pepper,basil",6,16.2g,61.4g,4.1g,2.2g,41g,7.1g,286.1mg,6,1112.333,185,8.738390392,33.1195784,2.211567939,1.186694992,22.11567939,3.829788382,154.3242896,0.726694,0.391983696,1531.187369,B,8,Labels_MMCIS/Pasta-31-Red Pepper Pesto Pasta.jpeg,4,2,images/good_images/Pasta-31-Red Pepper Pesto Pasta-good.jpg,images/bad_images/Pasta-31-Red Pepper Pesto Pasta-bad.jpg
http://allrecipes.com/recipe/shiitake-scallopine/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/94/25/942579.jpg,Shiitake Scallopine,354,"olive oil,angel hair pasta,garlic, shallot,mushroom,thyme,wine,artichoke,capers",8,10.4g,51.2g,6.5g,3.6g,13.2g,1g,562.3mg,5,1902.078167,238,4.374163032,21.53434108,2.733851895,1.514133357,5.55182231,0.420592599,236.4992185,1.428242,0.600708015,623.3717314,A,6,Labels_MMCIS/Pasta-32-Shiitake Scallopine.jpeg,4.375,8,images/good_images/Pasta-32-Shiitake Scallopine-good.jpg,images/bad_images/Pasta-32-Shiitake Scallopine-bad.jpg
http://allrecipes.com/recipe/sweet-and-sour-pasta-salad/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/83/68/836836.jpg,Sweet and Sour Pasta Salad,337,"green pepper,onion,cucumber,seashell pasta,pepper,tomato sauce,sugar,vinegar,vegetable oil",12,5.9g,46.3g,2.3g,16.7g,15g,2.4g,146.4mg,5,2107.75,176,3.359032143,26.35986241,1.309453208,9.507768948,8.539912229,1.366385957,83.34954335,0.371856,0.21170784,803.2935215,B,6,Labels_MMCIS/Pasta-33-Sweet and Sour Pasta Salad.jpeg,5,3,images/good_images/Pasta-33-Sweet and Sour Pasta Salad-good.jpg,images/bad_images/Pasta-33-Sweet and Sour Pasta Salad-bad.jpg
http://allrecipes.com/recipe/zesty-southern-pasta-and-bean-salad/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/00/21/84/218429.jpg,Zesty Southern Pasta and Bean Salad,267,"tomato, seashell pasta,cumin,chili,red pepper,salt,pepper,onion,corn,black beans,pinto beans,garlic",8,10.9g,48.6g,8.2g,4.8g,4.8g,0.8g,642.7mg,4,1830.192816,229,4.764525313,21.24366332,3.584321795,2.098139587,2.098139587,0.349689931,280.9321485,1.632458,0.713567657,488.6373021,A,5,Labels_MMCIS/Pasta-34-Zesty Southern Pasta and Bean Salad.jpeg,3.470588235,17,images/good_images/Pasta-34-Zesty Southern Pasta and Bean Salad-good.jpg,images/bad_images/Pasta-34-Zesty Southern Pasta and Bean Salad-bad.jpg
http://allrecipes.com/recipe/ziti-chicken-and-broccoli/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/11/79/1117928.jpg,Ziti Chicken and Broccoli,820,"chicken,ziti pasta,artichoke,broccoli,cornstarch,salt,pepper,Parmesan cheese,chicken broth,cream,butter,garlic",8,42.3g,69.3g,6.9g,2.5g,41.6g,20.1g,1076.9mg,5,3361.6,420,10.06663494,16.4921466,1.642075202,0.594954783,9.900047596,4.783436459,256.2827225,2.735326,0.650958115,817.0337934,B,7,Labels_MMCIS/Pasta-35-Ziti Chicken and Broccoli.jpeg,4.441176471,34,images/good_images/Pasta-35-Ziti Chicken and Broccoli-good.jpg,images/bad_images/Pasta-35-Ziti Chicken and Broccoli-bad.jpg
http://allrecipes.com/recipe/ambers-penne-alla-vodka/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/02/34/02/2340279.jpg,Amber's Penne Alla Vodka,560,"olive oil,penne pasta,cream,vodka,garlic,tomato,basil,salt,black pepper,onion",8,12.2g,58.9g,5.6g,11.2g,29.2g,14.8g,501.4mg,5,2753.220325,344,3.544939688,17.1145039,1.627185431,3.254370861,8.484609745,4.300418638,145.6912098,1.273556,0.370055673,681.2699961,B,7,Labels_MMCIS/Pasta-36-Amber^s Penne Alla Vodka.jpeg,4,4,images/good_images/Pasta-36-Amber's Penne Alla Vodka-good.jpg,images/bad_images/Pasta-36-Amber's Penne Alla Vodka-bad.jpg
http://allrecipes.com/recipe/blt-linguine/detail.aspx,Pasta,http://images.media-allrecipes.com/userphotos/250x250/01/93/25/1932507.jpg,BLT Linguine,391,"garlic,black pepper,salt,lemon juice,Parmesan cheese,tomato,spinach,bacon,linguine pasta",2,21.1g,46.4g,3.3g,4.1g,14g,5.2g,994mg,5,468.086674,234,9.015424353,19.82538815,1.409995278,1.751812315,5.981798149,2.221810741,424.7076686,2.52476,1.078757478,699.4596902,B,7,Labels_MMCIS/Pasta-37-BLT Linguine.jpeg,4.666666667,3,images/good_images/Pasta-37-BLT Linguine-good.jpg,images/bad_images/Pasta-37-BLT Linguine-bad.jpg
